Sale_ID,Order_Date,Customer_ID,Product_ID,Store_ID,Quantity,Unit_Price,Discount,Cost_Per_Unit
S006086,2026-03-06,C0515,P020,ST025,7,7688.39,0.02,5381.43
S006087,2025-12-17,C0908,P016,ST019,5,9700.57,0.0,6754.56
S006088,2026-12-09,C0358,P055,ST017,6,11130.49,0.0,9400.32
S006089,2025-07-30,C0713,P033,ST024,5,11769.75,0.05,9814.74
S006090,2025-04-27,C0569,P015,ST013,6,12556.38,0.0,7707.94
S006091,2025-11-29,C0147,P022,ST005,6,6113.35,0.02,5050.21
S006092,2025-11-08,C0789,P045,ST014,2,6099.87,0.1,3792.77
S006093,2026-05-08,C0347,P078,ST013,1,2587.88,0.05,1948.16
S006094,2026-06-04,C0115,P030,ST004,4,14806.05,0.05,9460.8
S006095,2026-07-17,C0818,P060,ST010,6,12850.19,0.0,10855.58
S006096,2026-12-15,C0133,P049,ST002,8,2328.76,0.0,1636.57
S006097,2026-07-26,C0211,P046,ST016,5,12113.48,0.05,7655.82
S006098,2025-02-13,C0004,P086,ST016,8,636.89,0.0,517.95
S006099,2026-01-08,C0744,P013,ST011,8,8998.36,0.0,6891.52
S006100,2026-02-21,C0962,P080,ST008,3,9711.71,0.0,7154.82
S006101,2025-03-20,C0240,P018,ST021,6,6078.83,0.0,3821.41
S006102,2025-04-04,C0832,P040,ST004,5,9584.5,0.0,6137.28
S006103,2025-02-25,C0042,P027,ST025,1,5669.62,0.0,3699.73
S006104,2025-02-12,C0375,P070,ST007,5,9025.47,0.0,7620.88
S006105,2025-06-04,C0870,P038,ST013,3,8596.87,0.02,5677.06
S006106,2026-02-12,C0414,P068,ST024,3,11487.55,0.0,8703.69
S006107,2025-08-12,C0105,P016,ST015,3,7910.24,0.0,6754.56
S006108,2026-06-07,C0336,P011,ST009,4,12129.7,0.05,8103.73
S006109,2026-12-21,C0855,P032,ST025,1,7942.76,0.05,5025.05
S006110,2025-02-13,C0037,P059,ST012,1,1919.47,0.0,1382.59
S006111,2026-07-04,C0094,P020,ST015,8,7566.65,0.05,5381.43
S006112,2026-12-02,C0122,P081,ST024,5,3567.9,0.0,2254.47
S006113,2025-09-26,C0384,P023,ST014,6,16012.3,0.05,10277.49
S006114,2025-12-16,C0747,P026,ST009,2,5570.03,0.05,3556.26
S006115,2026-03-20,C0405,P078,ST002,3,2268.41,0.05,1948.16
S006116,2025-02-10,C0019,P081,ST019,1,2611.75,0.1,2254.47
S006117,2025-07-12,C0078,P034,ST002,3,2921.58,0.0,2211.93
S006118,2025-06-08,C0890,P071,ST008,7,11327.75,0.05,7113.15
S006119,2026-07-03,C0607,P017,ST009,4,9060.14,0.05,6820.68
S006120,2026-01-22,C0038,P047,ST022,6,5850.7,0.02,4501.3
S006121,2025-11-10,C0437,P020,ST025,1,6753.19,0.02,5381.43
S006122,2025-03-27,C0546,P006,ST007,8,14935.81,0.05,9423.57
S006123,2025-01-10,C0795,P026,ST019,4,5049.09,0.0,3556.26
S006124,2026-11-09,C0958,P051,ST018,5,13414.24,0.05,10925.82
S006125,2026-03-04,C0026,P017,ST006,5,9815.9,0.0,6820.68
S006126,2025-07-15,C0050,P068,ST001,4,11029.26,0.02,8703.69
S006127,2025-07-25,C0110,P008,ST012,7,8948.34,0.02,6932.71
S006128,2025-06-29,C0842,P027,ST020,2,4547.31,0.0,3699.73
S006129,2025-11-02,C0789,P030,ST016,3,14144.57,0.0,9460.8
S006130,2026-05-05,C0358,P024,ST014,8,3861.16,0.02,2998.79
S006131,2025-06-18,C0358,P024,ST014,6,3454.13,0.0,2998.79
S006132,2026-07-23,C0602,P030,ST003,8,10925.01,0.05,9460.8
S006133,2025-09-03,C0456,P057,ST001,8,7560.77,0.1,5530.0
S006134,2025-10-28,C0684,P075,ST021,2,1218.32,0.0,738.97
S006135,2025-11-09,C0074,P062,ST018,3,3546.0,0.05,2627.77
S006136,2026-09-13,C0579,P002,ST014,4,541.1,0.0,336.51
S006137,2026-05-31,C0890,P057,ST006,8,8654.44,0.0,5530.0
S006138,2025-05-19,C0440,P081,ST007,6,3590.36,0.05,2254.47
S006139,2025-09-24,C0412,P031,ST003,1,12920.31,0.05,8055.68
S006140,2026-07-02,C0559,P072,ST014,4,10953.44,0.02,7885.7
S006141,2025-08-10,C0592,P002,ST002,4,472.77,0.0,336.51
S006142,2026-03-27,C0909,P015,ST022,2,11563.83,0.05,7707.94
S006143,2025-01-06,C0038,P076,ST022,8,8348.4,0.05,6054.39
S006144,2026-08-03,C0832,P064,ST001,4,10480.92,0.0,7055.83
S006145,2026-11-03,C0742,P013,ST015,1,9223.72,0.0,6891.52
S006146,2026-04-28,C0382,P032,ST009,6,8060.26,0.0,5025.05
S006147,2026-02-17,C0132,P064,ST005,2,9240.26,0.05,7055.83
S006148,2026-02-20,C0840,P053,ST001,3,4699.39,0.0,3373.97
S006149,2025-07-31,C0095,P073,ST024,2,2044.69,0.0,1242.22
S006150,2026-01-04,C0745,P053,ST003,7,5281.71,0.05,3373.97
S006151,2026-04-02,C0296,P009,ST005,3,2988.73,0.02,1892.61
S006152,2025-05-12,C0563,P003,ST001,1,13254.21,0.02,9496.36
S006153,2026-07-20,C0891,P034,ST014,3,2592.34,0.1,2211.93
S006154,2025-02-25,C0566,P035,ST014,6,830.98,0.05,516.87
S006155,2026-07-25,C0989,P048,ST016,7,1671.22,0.1,1279.89
S006156,2025-05-09,C0441,P045,ST011,2,5931.97,0.0,3792.77
S006157,2025-09-16,C0559,P064,ST016,6,8702.96,0.02,7055.83
S006158,2025-08-10,C0747,P085,ST009,8,11204.71,0.0,7193.26
S006159,2025-10-11,C0261,P056,ST006,4,10012.37,0.0,8673.46
S006160,2026-06-03,C0090,P005,ST001,3,12721.6,0.1,8535.69
S006161,2025-12-22,C0023,P046,ST003,2,10328.93,0.0,7655.82
S006162,2025-09-29,C0282,P067,ST003,3,13827.73,0.05,9162.6
S006163,2026-04-27,C0532,P047,ST016,7,5725.19,0.0,4501.3
S006164,2025-09-07,C0172,P034,ST006,2,3622.66,0.15,2211.93
S006165,2025-08-14,C0158,P055,ST020,7,13633.04,0.05,9400.32
S006166,2026-05-04,C0233,P082,ST009,8,16995.15,0.0,11120.16
S006167,2025-08-14,C0241,P072,ST013,1,10582.0,0.02,7885.7
S006168,2026-10-28,C0310,P028,ST014,4,10145.62,0.0,8027.52
S006169,2025-11-03,C0001,P043,ST011,6,7751.4,0.0,5492.34
S006170,2026-07-24,C0424,P086,ST017,7,720.2,0.05,517.95
S006171,2026-11-22,C0961,P001,ST005,5,3336.97,0.0,2598.92
S006172,2026-11-10,C0145,P061,ST017,5,8512.03,0.05,5605.37
S006173,2025-11-07,C0555,P026,ST022,8,5806.61,0.02,3556.26
S006174,2025-08-18,C0847,P025,ST007,5,1159.88,0.1,935.06
S006175,2026-12-22,C0234,P058,ST009,5,4958.86,0.02,3448.84
S006176,2025-07-05,C0247,P052,ST018,8,10338.2,0.02,8471.56
S006177,2026-06-08,C0705,P062,ST001,1,3757.83,0.05,2627.77
S006178,2025-12-04,C0776,P028,ST023,8,12699.52,0.0,8027.52
S006179,2026-06-12,C0116,P007,ST019,7,7785.23,0.02,5642.26
S006180,2025-04-10,C0512,P079,ST024,4,2154.53,0.1,1464.98
S006181,2026-11-12,C0131,P033,ST005,2,12268.34,0.15,9814.74
S006182,2025-02-24,C0014,P022,ST010,2,6884.71,0.0,5050.21
S006183,2025-12-08,C0353,P090,ST014,4,1653.39,0.05,1222.08
S006184,2026-05-29,C0881,P072,ST022,2,11895.3,0.05,7885.7
S006185,2025-02-05,C0549,P008,ST019,5,10704.19,0.05,6932.71
S006186,2026-06-20,C0213,P075,ST017,2,1122.63,0.05,738.97
S006187,2025-02-22,C0400,P041,ST025,7,3130.61,0.05,2039.67
S006188,2025-06-17,C0501,P009,ST018,6,2470.42,0.0,1892.61
S006189,2025-05-05,C0578,P027,ST004,6,4732.75,0.1,3699.73
S006190,2026-04-23,C0258,P073,ST009,6,1756.23,0.0,1242.22
S006191,2026-12-29,C0168,P086,ST014,8,671.16,0.02,517.95
S006192,2026-11-21,C0149,P028,ST013,4,10522.05,0.1,8027.52
S006193,2025-12-07,C0211,P017,ST016,1,10211.16,0.0,6820.68
S006194,2026-12-26,C0785,P072,ST005,5,10646.73,0.0,7885.7
S006195,2025-03-06,C0179,P016,ST007,4,8689.66,0.02,6754.56
S006196,2026-08-10,C0986,P086,ST010,8,800.56,0.05,517.95
S006197,2025-04-28,C0944,P072,ST024,5,9306.35,0.0,7885.7
S006198,2025-11-26,C0475,P061,ST009,3,7368.77,0.0,5605.37
S006199,2025-10-13,C0419,P032,ST014,8,7312.39,0.0,5025.05
S006200,2025-07-08,C0483,P046,ST025,2,11409.14,0.1,7655.82
S006201,2025-04-25,C0957,P074,ST003,2,8383.91,0.05,5135.74
S006202,2026-09-14,C0556,P024,ST010,1,3560.24,0.0,2998.79
S006203,2026-11-03,C0182,P086,ST012,6,735.18,0.15,517.95
S006204,2025-05-09,C0012,P043,ST022,1,7057.42,0.0,5492.34
S006205,2025-10-20,C0985,P038,ST013,1,6946.1,0.05,5677.06
S006206,2026-03-03,C0229,P045,ST009,4,4424.93,0.05,3792.77
S006207,2026-11-24,C0320,P019,ST016,7,837.67,0.05,612.11
S006208,2026-03-16,C0979,P016,ST002,1,9422.97,0.0,6754.56
S006209,2026-08-07,C0319,P004,ST019,2,12726.25,0.02,8062.0
S006210,2026-02-02,C0851,P074,ST016,2,8264.24,0.05,5135.74
S006211,2025-03-26,C0839,P012,ST010,6,8592.52,0.0,5785.38
S006212,2026-01-15,C0925,P085,ST009,7,11694.91,0.0,7193.26
S006213,2026-06-04,C0471,P022,ST011,6,6174.61,0.0,5050.21
S006214,2025-07-19,C0662,P086,ST007,2,630.2,0.02,517.95
S006215,2025-09-23,C0075,P071,ST018,1,8896.99,0.05,7113.15
S006216,2026-02-28,C0614,P076,ST012,3,7399.93,0.1,6054.39
S006217,2025-11-09,C0398,P025,ST003,5,1492.35,0.02,935.06
S006218,2025-06-18,C0964,P083,ST022,7,10810.38,0.0,7077.47
S006219,2025-02-18,C0835,P074,ST009,5,8160.49,0.1,5135.74
S006220,2026-12-19,C0648,P025,ST008,4,1315.97,0.02,935.06
S006221,2025-01-01,C0666,P028,ST004,3,9587.11,0.0,8027.52
S006222,2025-03-07,C0689,P007,ST023,5,8066.92,0.05,5642.26
S006223,2025-12-12,C0880,P040,ST011,2,7262.21,0.05,6137.28
S006224,2026-01-14,C0746,P006,ST007,3,14864.8,0.0,9423.57
S006225,2026-11-09,C0188,P079,ST013,1,2106.73,0.05,1464.98
S006226,2026-06-23,C0145,P017,ST015,6,9930.66,0.0,6820.68
S006227,2025-03-04,C0208,P088,ST004,7,9454.81,0.0,5917.07
S006228,2025-05-11,C0417,P049,ST009,5,2394.19,0.02,1636.57
S006229,2026-08-29,C0962,P045,ST009,4,5113.57,0.02,3792.77
S006230,2026-05-27,C0373,P070,ST002,3,9902.64,0.0,7620.88
S006231,2026-07-22,C0409,P089,ST020,8,11790.33,0.1,9447.14
S006232,2025-01-22,C0364,P074,ST011,4,7608.52,0.02,5135.74
S006233,2026-11-12,C0430,P082,ST013,5,16496.09,0.0,11120.16
S006234,2026-02-17,C0254,P089,ST021,8,15198.48,0.05,9447.14
S006235,2025-12-10,C0576,P074,ST004,1,7437.98,0.05,5135.74
S006236,2025-01-15,C0434,P055,ST018,4,14297.18,0.1,9400.32
S006237,2025-10-17,C0806,P013,ST005,8,8720.39,0.0,6891.52
S006238,2026-04-05,C0206,P004,ST021,2,11194.56,0.1,8062.0
S006239,2025-09-08,C0116,P049,ST021,2,2432.71,0.02,1636.57
S006240,2025-03-01,C0779,P018,ST007,4,5671.5,0.0,3821.41
S006241,2025-01-19,C0549,P071,ST021,7,11607.4,0.0,7113.15
S006242,2025-10-01,C0057,P006,ST015,7,13666.85,0.0,9423.57
S006243,2026-11-20,C0651,P012,ST004,5,7987.9,0.0,5785.38
S006244,2025-05-02,C0460,P030,ST014,5,14320.66,0.1,9460.8
S006245,2025-05-31,C0118,P004,ST003,3,10631.02,0.02,8062.0
S006246,2025-04-12,C0001,P087,ST011,6,18748.36,0.0,11513.07
S006247,2026-07-12,C0342,P068,ST001,6,10198.59,0.05,8703.69
S006248,2026-07-17,C0232,P044,ST004,6,7152.85,0.0,4727.0
S006249,2025-10-14,C0890,P056,ST007,5,13817.54,0.02,8673.46
S006250,2026-03-02,C0795,P036,ST018,6,1939.66,0.0,1308.06
S006251,2025-01-23,C0175,P052,ST007,8,9933.11,0.0,8471.56
S006252,2025-02-18,C0903,P066,ST016,6,16178.19,0.1,10315.22
S006253,2025-10-13,C0481,P047,ST018,1,6855.54,0.1,4501.3
S006254,2025-12-16,C0839,P081,ST012,4,3464.57,0.02,2254.47
S006255,2025-03-15,C0369,P027,ST010,3,4626.81,0.05,3699.73
S006256,2025-02-09,C0165,P051,ST023,8,12993.98,0.0,10925.82
S006257,2026-03-27,C0544,P021,ST013,8,3270.03,0.02,2771.37
S006258,2025-03-17,C0259,P026,ST013,5,4353.39,0.0,3556.26
S006259,2025-03-05,C0800,P011,ST001,2,11136.61,0.05,8103.73
S006260,2026-08-05,C0880,P021,ST011,2,4394.49,0.05,2771.37
S006261,2025-01-03,C0187,P079,ST019,1,2080.64,0.02,1464.98
S006262,2025-04-02,C0660,P065,ST018,2,2824.29,0.15,2327.08
S006263,2025-02-01,C0484,P021,ST012,1,4009.62,0.0,2771.37
S006264,2025-04-04,C0209,P029,ST014,8,7913.49,0.0,6795.13
S006265,2025-01-04,C0630,P020,ST017,6,7686.03,0.05,5381.43
S006266,2025-05-13,C0433,P067,ST013,7,14271.71,0.05,9162.6
S006267,2025-07-23,C0579,P074,ST015,5,7217.34,0.0,5135.74
S006268,2025-01-11,C0210,P025,ST001,8,1077.05,0.0,935.06
S006269,2025-11-25,C0273,P052,ST004,5,11398.01,0.05,8471.56
S006270,2026-09-09,C0453,P057,ST009,8,8701.3,0.0,5530.0
S006271,2025-06-06,C0463,P018,ST023,3,4769.13,0.02,3821.41
S006272,2025-12-24,C0962,P002,ST006,7,480.21,0.1,336.51
S006273,2026-12-12,C0031,P016,ST009,6,7808.86,0.05,6754.56
S006274,2026-08-29,C0028,P089,ST020,3,12543.44,0.0,9447.14
S006275,2026-04-18,C0136,P010,ST007,4,2453.2,0.02,1595.73
S006276,2025-01-03,C0142,P011,ST005,1,10447.48,0.02,8103.73
S006277,2025-08-24,C0369,P010,ST012,1,2049.51,0.02,1595.73
S006278,2026-12-17,C0702,P055,ST019,3,11198.12,0.02,9400.32
S006279,2025-09-13,C0094,P076,ST014,2,9655.3,0.02,6054.39
S006280,2025-09-26,C0719,P051,ST007,1,17457.97,0.0,10925.82
S006281,2026-06-25,C0751,P048,ST009,3,1693.09,0.0,1279.89
S006282,2026-12-02,C0965,P044,ST005,7,7004.04,0.02,4727.0
S006283,2025-05-29,C0410,P086,ST011,6,791.82,0.05,517.95
S006284,2025-02-20,C0986,P060,ST013,5,14006.63,0.05,10855.58
S006285,2025-09-28,C0291,P082,ST025,1,14713.92,0.05,11120.16
S006286,2025-08-04,C0590,P011,ST011,1,9894.09,0.0,8103.73
S006287,2025-07-19,C0130,P028,ST005,3,11946.83,0.0,8027.52
S006288,2026-12-08,C0606,P085,ST013,4,10984.25,0.1,7193.26
S006289,2025-09-18,C0333,P089,ST002,4,14323.63,0.1,9447.14
S006290,2025-02-12,C0731,P068,ST019,2,10914.4,0.0,8703.69
S006291,2025-04-15,C0861,P006,ST004,6,13485.66,0.0,9423.57
S006292,2025-02-09,C0437,P013,ST022,6,7977.4,0.05,6891.52
S006293,2025-02-15,C0596,P049,ST019,3,2480.09,0.02,1636.57
S006294,2025-12-14,C0498,P037,ST020,7,13707.54,0.02,8737.72
S006295,2025-04-06,C0839,P073,ST011,2,1855.14,0.0,1242.22
S006296,2026-02-02,C0082,P066,ST012,5,16087.76,0.0,10315.22
S006297,2026-08-19,C0041,P069,ST025,1,8347.64,0.0,5327.09
S006298,2026-07-25,C0306,P003,ST018,1,12726.81,0.0,9496.36
S006299,2025-01-31,C0117,P073,ST019,5,1732.83,0.05,1242.22
S006300,2025-06-05,C0691,P056,ST017,8,10844.66,0.0,8673.46
S006301,2026-07-19,C0288,P009,ST022,6,2302.68,0.02,1892.61
S006302,2026-07-28,C0602,P045,ST003,7,4578.88,0.05,3792.77
S006303,2025-01-07,C0404,P072,ST022,5,12507.61,0.05,7885.7
S006304,2026-11-16,C0567,P041,ST020,7,3340.3,0.05,2039.67
S006305,2026-03-02,C0746,P023,ST007,5,16903.64,0.0,10277.49
S006306,2026-08-05,C0953,P049,ST008,3,2219.85,0.1,1636.57
S006307,2025-04-23,C0039,P052,ST025,5,13310.6,0.1,8471.56
S006308,2026-11-25,C0873,P070,ST013,4,8880.86,0.0,7620.88
S006309,2026-01-26,C0210,P022,ST002,2,6507.05,0.05,5050.21
S006310,2025-02-10,C0167,P047,ST008,3,5680.95,0.0,4501.3
S006311,2026-09-02,C0644,P081,ST017,4,3363.91,0.15,2254.47
S006312,2026-06-07,C0737,P015,ST009,1,9705.25,0.05,7707.94
S006313,2026-03-23,C0419,P075,ST016,1,1212.36,0.02,738.97
S006314,2025-04-26,C0934,P010,ST024,5,1984.22,0.02,1595.73
S006315,2026-12-09,C0646,P024,ST006,6,4014.47,0.0,2998.79
S006316,2026-10-12,C0339,P004,ST016,5,10081.07,0.0,8062.0
S006317,2025-10-28,C0301,P022,ST022,7,5926.79,0.05,5050.21
S006318,2026-11-15,C0689,P084,ST025,2,6413.38,0.02,4325.72
S006319,2025-11-11,C0025,P079,ST010,8,1809.33,0.05,1464.98
S006320,2026-11-27,C0133,P090,ST005,1,1496.76,0.05,1222.08
S006321,2025-05-15,C0843,P046,ST019,2,11729.38,0.0,7655.82
S006322,2026-11-26,C0214,P048,ST017,5,1685.17,0.0,1279.89
S006323,2026-11-24,C0812,P037,ST001,3,12902.64,0.05,8737.72
S006324,2026-01-18,C0978,P019,ST020,7,812.86,0.02,612.11
S006325,2025-06-17,C0652,P088,ST006,2,7543.29,0.05,5917.07
S006326,2026-01-26,C0482,P039,ST012,8,2546.81,0.0,2144.94
S006327,2026-04-22,C0437,P042,ST024,6,12246.59,0.05,8431.76
S006328,2025-08-16,C0109,P010,ST007,3,2081.61,0.0,1595.73
S006329,2026-01-25,C0063,P031,ST010,1,11676.44,0.02,8055.68
S006330,2026-06-18,C0205,P089,ST021,4,11716.74,0.1,9447.14
S006331,2025-12-11,C0379,P078,ST005,8,3030.19,0.1,1948.16
S006332,2026-03-26,C0787,P053,ST002,5,4330.48,0.05,3373.97
S006333,2026-06-26,C0507,P034,ST001,7,3185.77,0.0,2211.93
S006334,2026-09-19,C0909,P016,ST024,1,10749.63,0.05,6754.56
S006335,2026-06-10,C0065,P006,ST004,8,11152.95,0.15,9423.57
S006336,2026-11-26,C0427,P009,ST020,3,2791.64,0.02,1892.61
S006337,2025-02-05,C0822,P058,ST010,1,4025.41,0.05,3448.84
S006338,2025-09-13,C0524,P060,ST004,6,15605.84,0.05,10855.58
S006339,2026-09-04,C0127,P085,ST006,6,11581.5,0.05,7193.26
S006340,2025-11-23,C0682,P053,ST015,4,3918.26,0.0,3373.97
S006341,2026-02-02,C0321,P030,ST017,2,13329.13,0.0,9460.8
S006342,2025-03-14,C0301,P042,ST022,5,10186.75,0.0,8431.76
S006343,2026-04-11,C0915,P054,ST006,8,14774.43,0.05,11637.82
S006344,2026-11-13,C0169,P082,ST001,6,13553.91,0.05,11120.16
S006345,2025-02-03,C0306,P062,ST019,3,4120.88,0.0,2627.77
S006346,2025-01-11,C0547,P072,ST012,7,11559.14,0.05,7885.7
S006347,2025-05-27,C0076,P069,ST018,2,7135.92,0.02,5327.09
S006348,2025-08-07,C0558,P019,ST016,6,873.96,0.05,612.11
S006349,2025-03-03,C0585,P036,ST004,6,1646.17,0.0,1308.06
S006350,2026-10-29,C0745,P063,ST003,2,5301.49,0.05,3844.99
S006351,2025-07-17,C0238,P082,ST013,5,15584.63,0.1,11120.16
S006352,2026-10-04,C0308,P076,ST017,2,8991.51,0.05,6054.39
S006353,2026-06-05,C0331,P034,ST007,2,2805.81,0.02,2211.93
S006354,2025-06-20,C0937,P001,ST011,7,3654.62,0.02,2598.92
S006355,2026-10-16,C0514,P042,ST001,4,12978.97,0.02,8431.76
S006356,2026-04-01,C0937,P049,ST012,7,1949.35,0.1,1636.57
S006357,2025-06-20,C0172,P084,ST006,1,5865.5,0.02,4325.72
S006358,2026-04-06,C0586,P003,ST001,7,14894.67,0.02,9496.36
S006359,2026-03-04,C0774,P043,ST022,7,6984.21,0.05,5492.34
S006360,2025-11-01,C0612,P026,ST007,4,5267.49,0.1,3556.26
S006361,2025-09-17,C0918,P036,ST005,6,1553.99,0.0,1308.06
S006362,2025-10-05,C0811,P043,ST011,3,8543.1,0.1,5492.34
S006363,2025-08-30,C0324,P037,ST006,2,13072.26,0.02,8737.72
S006364,2025-04-06,C0589,P026,ST013,7,5469.85,0.02,3556.26
S006365,2025-08-04,C0825,P084,ST023,1,5057.65,0.05,4325.72
S006366,2026-04-06,C0904,P058,ST019,5,5173.88,0.02,3448.84
S006367,2026-05-24,C0538,P072,ST013,3,9522.84,0.0,7885.7
S006368,2026-10-02,C0390,P060,ST009,4,16681.39,0.0,10855.58
S006369,2025-09-04,C0096,P049,ST020,4,2298.77,0.05,1636.57
S006370,2026-05-25,C0436,P038,ST010,3,8335.4,0.02,5677.06
S006371,2026-07-09,C0940,P083,ST008,5,8835.79,0.05,7077.47
S006372,2026-06-12,C0256,P061,ST011,4,7055.54,0.0,5605.37
S006373,2026-06-05,C0184,P050,ST010,5,13718.37,0.0,11552.3
S006374,2025-08-09,C0250,P020,ST024,5,6947.83,0.02,5381.43
S006375,2026-07-01,C0893,P024,ST012,7,4449.59,0.05,2998.79
S006376,2026-06-26,C0448,P079,ST007,3,2117.44,0.1,1464.98
S006377,2026-05-30,C0420,P060,ST011,1,17545.88,0.0,10855.58
S006378,2025-11-19,C0424,P075,ST017,4,1119.04,0.05,738.97
S006379,2025-08-05,C0299,P066,ST019,8,12664.84,0.1,10315.22
S006380,2025-12-09,C0303,P046,ST019,1,9297.16,0.02,7655.82
S006381,2026-03-28,C0070,P060,ST011,8,13066.93,0.0,10855.58
S006382,2026-03-23,C0876,P067,ST004,7,14525.2,0.0,9162.6
S006383,2026-06-17,C0726,P078,ST023,5,2896.51,0.0,1948.16
S006384,2025-11-27,C0685,P041,ST022,7,2838.77,0.0,2039.67
S006385,2025-12-26,C0110,P066,ST011,1,14370.67,0.15,10315.22
S006386,2026-05-29,C0102,P067,ST018,2,11720.47,0.05,9162.6
S006387,2026-07-27,C0702,P070,ST020,8,10451.7,0.0,7620.88
S006388,2026-10-05,C0559,P039,ST016,4,3028.48,0.0,2144.94
S006389,2025-08-30,C0767,P043,ST010,4,9047.24,0.0,5492.34
S006390,2025-03-05,C0937,P065,ST012,1,3675.97,0.02,2327.08
S006391,2025-08-24,C0832,P021,ST005,5,4287.34,0.0,2771.37
S006392,2025-09-14,C0245,P062,ST008,6,3828.65,0.02,2627.77
S006393,2026-09-19,C0715,P051,ST002,3,15908.54,0.0,10925.82
S006394,2025-06-17,C0992,P064,ST010,5,10129.72,0.05,7055.83
S006395,2025-05-21,C0944,P071,ST025,5,11251.31,0.0,7113.15
S006396,2026-03-10,C0811,P012,ST011,6,8282.5,0.1,5785.38
S006397,2025-09-26,C0019,P065,ST018,2,3489.94,0.0,2327.08
S006398,2026-10-27,C0198,P082,ST021,5,14094.31,0.05,11120.16
S006399,2026-06-19,C0974,P027,ST022,5,5636.36,0.15,3699.73
S006400,2026-10-29,C0190,P083,ST009,4,10404.97,0.05,7077.47
S006401,2025-09-03,C0038,P081,ST023,2,3068.86,0.05,2254.47
S006402,2025-06-22,C0126,P001,ST004,8,3959.39,0.05,2598.92
S006403,2025-11-25,C0474,P017,ST023,8,10066.2,0.05,6820.68
S006404,2025-11-05,C0730,P075,ST004,1,1088.38,0.0,738.97
S006405,2025-12-22,C0402,P090,ST011,6,1469.17,0.02,1222.08
S006406,2025-04-25,C0871,P079,ST017,2,1743.29,0.02,1464.98
S006407,2026-12-30,C0394,P014,ST016,3,14532.15,0.02,9238.74
S006408,2026-08-11,C0009,P021,ST012,5,3483.86,0.02,2771.37
S006409,2025-10-11,C0159,P005,ST019,3,10385.58,0.0,8535.69
S006410,2025-01-01,C0261,P054,ST006,4,17920.55,0.0,11637.82
S006411,2026-12-03,C0546,P084,ST009,6,6762.75,,4325.72
S006412,2026-02-25,C0109,P025,ST009,2,1429.75,0.1,935.06
S006413,2025-01-23,C0692,P045,ST012,1,4396.51,0.0,3792.77
S006414,2025-11-25,C0968,P086,ST008,1,686.02,0.05,517.95
S006415,2025-02-24,C0298,P089,ST011,3,14995.25,0.0,9447.14
S006416,2025-01-24,C0206,P014,ST019,5,14650.12,0.02,9238.74
S006417,2026-03-04,C0148,P037,ST008,2,13710.51,0.1,8737.72
S006418,2025-03-10,C0703,P019,ST013,4,891.89,0.05,612.11
S006419,2026-09-16,C0443,P036,ST002,6,2058.76,0.02,1308.06
S006420,2026-04-25,C0835,P042,ST009,7,13614.38,0.15,8431.76
S006421,2025-11-23,C0264,P040,ST002,2,9583.87,0.0,6137.28
S006422,2026-07-19,C0600,P078,ST007,8,2461.56,0.0,1948.16
S006423,2026-03-23,C0764,P036,ST010,5,1544.04,0.05,1308.06
S006424,2026-02-15,C0116,P035,ST019,7,598.82,0.05,516.87
S006425,2025-03-26,C0060,P060,ST009,7,15398.69,0.0,10855.58
S006426,2025-05-11,C0007,P061,ST006,6,6813.82,0.1,5605.37
S006427,2026-02-20,C0111,P001,ST014,8,3161.31,0.05,2598.92
S006428,2026-11-21,C0321,P002,ST014,5,527.6,0.0,336.51
S006429,2026-07-07,C0852,P014,ST018,7,11366.9,0.0,9238.74
S006430,2026-06-07,C0174,P021,ST006,6,4552.98,0.15,2771.37
S006431,2025-03-21,C0198,P075,ST019,3,1045.03,0.0,738.97
S006432,2026-09-30,C0692,P013,ST013,2,10793.36,0.02,6891.52
S006433,2026-12-02,C0386,P076,ST007,5,9913.54,0.1,6054.39
S006434,2025-03-23,C0606,P013,ST013,6,8053.26,0.02,6891.52
S006435,2026-12-27,C0435,P002,ST023,2,446.52,0.05,336.51
S006436,2025-08-01,C0690,P006,ST005,1,11861.99,0.05,9423.57
S006437,2025-10-11,C0999,P026,ST005,6,5430.97,0.0,3556.26
S006438,2025-04-29,C0294,P089,ST025,5,10892.65,0.1,9447.14
S006439,2025-05-01,C0112,P059,ST022,3,1697.34,0.05,1382.59
S006440,2025-11-17,C0241,P004,ST010,6,9858.16,0.05,8062.0
S006441,2025-03-31,C0085,P046,ST009,2,9785.2,0.02,7655.82
S006442,2025-04-29,C0452,P040,ST013,8,8087.16,0.0,6137.28
S006443,2026-12-23,C0664,P029,ST014,6,8528.9,0.1,6795.13
S006444,2026-10-03,C0660,P042,ST018,2,11405.0,0.02,8431.76
S006445,2025-01-17,C0519,P036,ST014,6,1973.04,0.02,1308.06
S006446,2026-03-03,C0613,P002,ST004,7,470.74,0.02,336.51
S006447,2025-06-07,C0849,P012,ST007,6,7828.09,0.05,5785.38
S006448,2025-08-02,C0218,P070,ST020,6,9065.17,0.0,7620.88
S006449,2026-08-21,C0540,P043,ST009,8,6623.85,0.05,5492.34
S006450,2025-05-13,C0431,P066,ST007,4,13450.77,0.02,10315.22
S006451,2025-12-25,C0033,P025,ST005,7,1319.51,0.1,935.06
S006452,2026-01-31,C0847,P073,ST008,1,1571.26,0.1,1242.22
S006453,2026-02-23,C0866,P043,ST008,7,7808.34,0.0,5492.34
